AdjSquareFeet,DistancetoCoast,DistancetoSinkhole,DistancetoFireDepartment,LocationWindSpeed,Terrain,ValueofHome,NumberOfBuildings,NumberOfUnits,Age
2180.0,-99.0,6.42,0.43,140.0,HVHZ,296730.0,1.0,1.0,67.0
2796.0,-99.0,9.85,0.35,130.0,B   ,170388.0,1.0,1.0,47.0
1388.0,-99.0,3.64,0.72,140.0,B   ,156000.0,1.0,1.0,42.0
2261.0,-99.0,1.06,1.82,110.0,B   ,273105.0,1.0,1.0,35.0
1012.0,-99.0,6.16,1.0,120.0,B   ,43200.0,1.0,1.0,37.0
1693.0,-99.0,0.34,1.62,110.0,B   ,130410.0,1.0,1.0,45.0
2319.0,-99.0,5.94,1.15,140.0,HVHZ,216820.0,1.0,1.0,52.0
1949.0,1584.0,7.18,0.83,140.0,B   ,298497.0,1.0,1.0,65.0
3260.0,-99.0,23.44,0.51,146.0,HVHZ,448939.0,1.0,1.0,34.0
1836.0,-99.0,6.34,0.41,140.0,HVHZ,241770.0,1.0,1.0,47.0
2478.0,-99.0,8.5,1.71,140.0,B   ,222600.0,1.0,1.0,31.0
1180.0,-99.0,7.71,0.61,140.0,HVHZ,156970.0,1.0,1.0,47.0
2103.0,-99.0,3.64,1.55,140.0,B   ,180799.0,1.0,1.0,62.0
3319.0,-99.0,8.62,0.54,140.0,HVHZ,390340.0,1.0,1.0,48.0
1705.0,-99.0,10.26,0.61,140.0,B   ,149848.0,1.0,1.0,46.0
1933.0,-99.0,4.88,0.88,140.0,HVHZ,132610.0,1.0,1.0,54.0
2272.0,-99.0,1.62,2.05,120.0,B   ,329173.0,1.0,1.0,27.0
2244.0,844.8,1.56,1.35,124.0,C   ,254728.0,1.0,1.0,56.0
1182.0,-99.0,1.63,1.29,110.0,B   ,53376.0,1.0,1.0,54.0
1176.0,-99.0,6.08,0.87,146.0,HVHZ,118794.0,1.0,1.0,72.0
1289.0,3062.4,3.04,0.85,130.0,B   ,120100.0,1.0,1.0,43.0
2834.0,-99.0,7.32,1.18,130.0,B   ,149399.0,1.0,2.0,40.0
1610.0,-99.0,1.37,1.62,110.0,B   ,91724.0,1.0,1.0,29.0
1614.0,-99.0,0.41,1.37,140.0,HVHZ,194200.0,1.0,1.0,62.0
2036.0,-99.0,18.36,1.56,146.0,HVHZ,417100.0,1.0,1.0,60.0
820.0,-99.0,4.83,0.57,140.0,HVHZ,49530.0,1.0,1.0,48.0
1445.0,3484.8,7.9,0.3,140.0,B   ,144613.0,1.0,1.0,66.0
1954.0,-99.0,4.98,1.44,140.0,HVHZ,296440.0,1.0,1.0,30.0
1594.0,-99.0,1.83,1.34,110.0,B   ,125200.0,1.0,1.0,25.0
2044.0,-99.0,3.57,1.45,140.0,B   ,148077.0,1.0,1.0,58.0
1108.0,-99.0,5.5,0.27,146.0,HVHZ,117097.0,1.0,1.0,72.0
1296.0,4540.8,2.82,0.56,130.0,B   ,146300.0,1.0,1.0,63.0
1658.0,-99.0,15.72,1.12,146.0,HVHZ,677025.0,1.0,1.0,97.0
1650.0,1584.0,0.53,0.33,130.0,C   ,219792.0,1.0,1.0,46.0
956.0,-99.0,5.87,0.62,140.0,HVHZ,77690.0,1.0,1.0,37.0
1504.0,-99.0,3.24,1.91,110.0,B   ,100018.0,1.0,1.0,32.0
2179.0,-99.0,2.28,1.18,130.0,B   ,219400.0,1.0,1.0,36.0
1032.0,4752.0,0.66,0.19,150.0,B   ,272557.0,1.0,1.0,36.0
1080.0,-99.0,21.43,1.22,130.0,B   ,54716.0,1.0,1.0,45.0
3248.0,1161.6,2.61,1.26,130.0,C   ,618400.0,2.0,2.0,96.0
1608.0,739.2,5.03,2.08,130.0,C   ,160062.0,1.0,1.0,64.0
2077.0,-99.0,0.95,1.93,100.0,B   ,129000.0,1.0,1.0,54.0
1004.0,-99.0,2.7,1.03,140.0,HVHZ,143480.0,1.0,1.0,58.0
1404.0,-99.0,23.83,4.67,150.0,B   ,343265.0,1.0,1.0,35.0
1672.0,-99.0,2.95,0.46,110.0,B   ,128750.0,1.0,1.0,25.0
1150.0,1320.0,1.19,1.26,123.0,C   ,134391.0,1.0,1.0,41.0
2888.0,-99.0,26.05,0.89,146.0,HVHZ,308088.0,1.0,1.0,26.0
2396.0,950.4,0.22,0.15,123.0,C   ,277368.0,1.0,1.0,31.0
934.0,-99.0,3.86,1.62,130.0,B   ,80400.0,1.0,1.0,40.0
1470.0,-99.0,7.69,0.86,140.0,HVHZ,153290.0,1.0,1.0,44.0
3266.0,1214.4,10.92,0.67,146.0,HVHZ,1825055.0,2.0,2.0,84.0
1007.0,-99.0,0.91,1.06,123.0,B   ,104641.0,1.0,1.0,71.0
2332.0,-99.0,9.52,0.25,140.0,HVHZ,342900.0,1.0,1.0,39.0
1019.0,-99.0,4.03,0.56,130.0,B   ,66030.0,1.0,1.0,53.0
1526.0,-99.0,2.81,1.62,140.0,B   ,189516.0,1.0,1.0,38.0
2400.0,-99.0,9.32,1.01,140.0,B   ,240603.0,1.0,1.0,31.0
1310.0,3801.6,2.03,1.35,120.0,B   ,138238.0,1.0,1.0,40.0
1095.0,-99.0,5.75,0.43,140.0,HVHZ,70660.0,1.0,1.0,38.0
1771.0,-99.0,4.36,0.89,110.0,B   ,170460.0,1.0,1.0,40.0
1156.0,-99.0,5.9,1.19,140.0,HVHZ,79830.0,1.0,1.0,44.0
1057.0,316.8,8.11,0.43,130.0,C   ,508200.0,1.0,1.0,54.0
1313.0,-99.0,7.06,0.18,140.0,HVHZ,150990.0,1.0,1.0,58.0
1715.0,-99.0,0.97,1.14,130.0,B   ,143500.0,1.0,1.0,41.0
1994.0,-99.0,9.2,0.77,140.0,B   ,189138.0,1.0,1.0,59.0
2292.0,-99.0,2.18,0.34,110.0,B   ,224044.0,1.0,1.0,29.0
1692.0,2112.0,0.37,1.09,123.0,B   ,156450.0,1.0,1.0,69.0
1163.0,-99.0,6.86,0.39,140.0,HVHZ,156780.0,1.0,1.0,62.0
1173.0,1267.2,1.44,1.07,120.0,C   ,109860.0,1.0,1.0,34.0
1414.0,-99.0,3.03,1.01,146.0,HVHZ,131486.0,1.0,1.0,67.0
1750.0,52.8,1.62,1.25,140.0,C   ,386750.0,1.0,1.0,45.0
2318.0,-99.0,3.31,1.93,120.0,B   ,143406.0,1.0,1.0,67.0
1158.0,-99.0,7.79,0.79,140.0,HVHZ,167550.0,1.0,1.0,50.0
1898.0,4329.6,0.78,0.85,130.0,B   ,162000.0,1.0,1.0,56.0
1779.0,-99.0,5.5,0.82,140.0,B   ,187583.0,1.0,1.0,46.0
1028.0,897.6,6.8,1.47,120.0,C   ,146500.0,1.0,1.0,36.0
2006.0,422.4,12.59,0.11,130.0,C   ,650846.0,1.0,1.0,44.0
1806.0,-99.0,1.9,0.8,120.0,B   ,110671.0,1.0,1.0,51.0
1696.0,-99.0,3.68,0.53,140.0,HVHZ,151530.0,1.0,1.0,78.0
3311.0,105.6,7.34,1.34,130.0,C   ,528583.0,1.0,1.0,43.0
845.0,-99.0,2.59,1.43,140.0,HVHZ,113510.0,1.0,1.0,48.0
1123.0,-99.0,6.82,0.45,140.0,HVHZ,125790.0,1.0,1.0,51.0
1832.0,-99.0,17.59,0.8,146.0,HVHZ,275711.0,1.0,1.0,70.0
2035.0,4065.6,1.59,0.65,123.0,B   ,157289.0,1.0,1.0,93.0
2146.0,-99.0,1.28,1.54,130.0,B   ,222800.0,1.0,1.0,33.0
1573.0,-99.0,3.27,0.74,115.0,B   ,58266.0,1.0,1.0,64.0
2325.0,1742.4,7.54,1.07,146.0,HVHZ,385282.0,1.0,1.0,55.0
1000.0,-99.0,3.95,0.6,140.0,HVHZ,93110.0,1.0,1.0,56.0
1010.0,1108.8,3.33,0.42,120.0,C   ,57830.0,1.0,1.0,37.0
1407.0,-99.0,0.88,0.52,140.0,B   ,51805.0,1.0,1.0,62.0
1873.0,-99.0,33.64,1.56,146.0,HVHZ,158602.0,1.0,1.0,40.0
1157.0,3854.4,4.14,0.31,130.0,B   ,194100.0,1.0,2.0,102.0
1466.0,633.6,0.58,0.62,123.0,C   ,190249.0,1.0,1.0,55.0
1615.0,-99.0,4.89,0.79,140.0,HVHZ,308340.0,1.0,1.0,45.0
938.0,-99.0,0.91,1.24,130.0,B   ,92181.0,1.0,1.0,38.0
670.0,158.4,4.18,1.34,120.0,C   ,43431.0,1.0,1.0,48.0
8328.0,844.8,22.58,1.35,136.0,C   ,722617.0,1.0,1.0,25.0
2095.0,-99.0,4.64,0.77,140.0,HVHZ,282620.0,1.0,1.0,32.0
1268.0,-99.0,17.97,0.35,146.0,HVHZ,234209.0,1.0,1.0,67.0
1594.0,-99.0,1.54,0.54,123.0,B   ,154881.0,1.0,1.0,68.0
1554.0,-99.0,7.34,0.19,150.0,B   ,156500.0,1.0,1.0,42.0
930.0,-99.0,2.91,1.12,130.0,B   ,71756.0,1.0,1.0,42.0
2178.0,-99.0,2.9,0.72,140.0,B   ,178852.0,1.0,1.0,38.0
1510.0,-99.0,1.98,0.35,140.0,B   ,187839.0,1.0,1.0,52.0
1762.0,-99.0,0.4,1.66,120.0,B   ,194729.0,1.0,1.0,32.0
1136.0,-99.0,36.53,1.32,146.0,HVHZ,117603.0,1.0,1.0,52.0
3160.0,-99.0,10.12,7.75,127.0,B   ,249395.0,1.0,1.0,48.0
2944.0,-99.0,8.21,0.21,130.0,B   ,134845.0,1.0,1.0,65.0
1128.0,211.2,44.5,2.19,150.0,B   ,234587.0,1.0,1.0,54.0
1200.0,-99.0,26.9,0.49,150.0,B   ,279629.0,1.0,1.0,35.0
1215.0,-99.0,8.14,0.92,146.0,HVHZ,120261.0,1.0,1.0,69.0
2731.0,-99.0,0.85,0.44,146.0,HVHZ,385800.0,1.0,1.0,67.0
2810.0,-99.0,0.76,1.9,120.0,B   ,325525.0,1.0,1.0,37.0
3218.0,2323.2,21.23,1.27,120.0,B   ,235110.0,1.0,1.0,32.0
2591.0,4171.2,1.96,0.24,123.0,B   ,286876.0,1.0,1.0,45.0
1220.0,-99.0,21.81,1.13,146.0,HVHZ,186500.0,1.0,1.0,24.0
2484.0,-99.0,5.99,0.45,140.0,B   ,126700.0,1.0,1.0,43.0
2035.0,-99.0,0.43,1.19,140.0,HVHZ,263760.0,1.0,1.0,64.0
3348.0,3273.6,0.48,0.43,140.0,B   ,654607.0,2.0,2.0,99.0
1626.0,52.8,1.28,1.51,130.0,C   ,466756.0,1.0,1.0,68.0
2607.0,-99.0,2.89,0.64,120.0,B   ,337437.0,1.0,1.0,30.0
2181.0,1900.8,26.34,0.44,120.0,C   ,183040.0,1.0,1.0,45.0
2625.0,-99.0,24.46,0.9,146.0,HVHZ,287460.0,1.0,1.0,37.0
1601.0,-99.0,3.2,0.24,140.0,HVHZ,220290.0,1.0,1.0,54.0
1780.0,-99.0,0.32,0.49,140.0,HVHZ,210410.0,1.0,1.0,61.0
966.0,4488.0,2.58,0.92,120.0,B   ,302023.0,1.0,1.0,101.0
1099.0,-99.0,6.58,0.33,140.0,HVHZ,123640.0,1.0,1.0,56.0
1827.0,3484.8,0.43,1.34,123.0,B   ,355194.0,1.0,1.0,67.0
1427.0,-99.0,3.8,2.06,110.0,B   ,141984.0,1.0,1.0,33.0
1591.0,-99.0,0.74,0.51,140.0,HVHZ,259760.0,1.0,1.0,71.0
1804.0,-99.0,4.88,0.92,140.0,HVHZ,119410.0,1.0,1.0,55.0
2050.0,-99.0,1.67,1.23,140.0,B   ,295000.0,1.0,1.0,35.0
1891.0,4276.8,12.06,0.49,130.0,B   ,97594.0,1.0,1.0,65.0
747.0,158.4,8.03,4.17,150.0,C   ,173600.0,1.0,1.0,31.0
2088.0,-99.0,1.69,0.77,140.0,HVHZ,289800.0,1.0,1.0,63.0
1290.0,-99.0,6.81,0.71,140.0,HVHZ,178930.0,1.0,1.0,58.0
1065.0,844.8,18.79,0.58,130.0,C   ,93157.0,1.0,1.0,39.0
1137.0,3009.6,0.41,0.91,123.0,B   ,114240.0,1.0,1.0,74.0
2055.0,-99.0,7.62,0.51,140.0,B   ,180847.0,1.0,1.0,42.0
1460.0,-99.0,0.5,1.14,110.0,B   ,72432.0,1.0,1.0,36.0
1182.0,-99.0,1.53,0.56,140.0,HVHZ,133620.0,1.0,1.0,38.0
3724.0,-99.0,1.94,1.08,140.0,B   ,510143.0,1.0,1.0,30.0
1184.0,105.6,5.19,2.73,120.0,C   ,125241.0,1.0,1.0,50.0
3124.0,2956.8,14.44,0.54,120.0,C   ,413410.0,1.0,1.0,67.0
2498.0,-99.0,4.69,1.39,140.0,HVHZ,298570.0,1.0,1.0,26.0
1358.0,-99.0,0.38,0.3,120.0,B   ,185384.0,1.0,1.0,98.0
4536.0,-99.0,7.32,1.19,120.0,B   ,223873.0,2.0,1.0,38.0
2469.0,264.0,25.23,1.48,136.0,C   ,494546.0,1.0,1.0,23.0
1279.0,-99.0,0.14,0.83,120.0,B   ,102052.0,1.0,1.0,83.0
1328.0,-99.0,6.9,0.63,140.0,HVHZ,185570.0,1.0,1.0,66.0
1178.0,5227.2,1.02,0.75,123.0,B   ,85065.0,1.0,1.0,62.0
1568.0,-99.0,4.23,1.55,140.0,HVHZ,203480.0,1.0,1.0,47.0
1468.0,3960.0,0.62,1.62,130.0,B   ,109900.0,1.0,1.0,61.0
1996.0,-99.0,1.84,1.68,110.0,B   ,186195.0,1.0,1.0,27.0
3662.0,633.6,12.97,1.44,130.0,C   ,239821.0,1.0,1.0,36.0
2422.0,-99.0,6.44,0.39,140.0,HVHZ,366740.0,1.0,1.0,36.0
570.0,-99.0,7.16,0.64,140.0,HVHZ,30480.0,1.0,1.0,39.0
1939.0,-99.0,6.95,0.53,140.0,HVHZ,246890.0,1.0,1.0,54.0
1282.0,-99.0,0.88,1.52,123.0,B   ,140325.0,1.0,1.0,53.0
1047.0,-99.0,5.06,0.81,140.0,HVHZ,85570.0,1.0,1.0,64.0
2229.0,1478.4,8.3,0.42,140.0,HVHZ,315300.0,1.0,1.0,60.0
1763.0,2798.4,2.5,1.25,123.0,B   ,188194.0,1.0,1.0,71.0
2695.0,686.4,23.0,0.45,120.0,C   ,350150.0,1.0,1.0,56.0
1792.0,2798.4,15.25,0.81,146.0,HVHZ,260515.0,1.0,1.0,78.0
1107.0,-99.0,10.26,0.35,146.0,HVHZ,73137.0,1.0,1.0,71.0
1589.0,2006.4,0.58,0.76,123.0,B   ,156919.0,1.0,1.0,62.0
2257.0,-99.0,27.46,0.9,146.0,HVHZ,252947.0,1.0,1.0,43.0
1878.0,-99.0,0.18,0.93,120.0,B   ,165639.0,1.0,1.0,45.0
1614.0,-99.0,0.23,0.46,110.0,B   ,69951.0,1.0,1.0,59.0
1846.0,-99.0,0.32,1.24,120.0,B   ,141613.0,1.0,1.0,40.0
1885.0,-99.0,21.18,1.54,146.0,HVHZ,295905.0,1.0,1.0,64.0
1288.0,-99.0,0.7,0.45,110.0,B   ,157921.0,1.0,1.0,40.0
2731.0,792.0,23.22,0.58,120.0,C   ,335090.0,1.0,1.0,62.0
1773.0,4857.6,1.49,0.74,123.0,B   ,207077.0,1.0,1.0,49.0
1762.0,-99.0,0.81,0.85,120.0,B   ,177896.0,1.0,1.0,68.0
1324.0,-99.0,7.63,0.22,140.0,HVHZ,150980.0,1.0,1.0,37.0
2109.0,-99.0,3.62,0.9,140.0,HVHZ,166190.0,1.0,1.0,54.0
2607.0,-99.0,6.93,0.98,140.0,B   ,249793.0,1.0,1.0,38.0
2650.0,-99.0,5.8,0.75,140.0,B   ,131671.0,1.0,1.0,35.0
3166.0,-99.0,0.9,1.39,140.0,B   ,464328.0,1.0,1.0,28.0
2027.0,-99.0,15.9,0.74,146.0,HVHZ,538727.0,1.0,1.0,72.0
4123.0,1372.8,11.44,1.2,130.0,B   ,281819.0,1.0,1.0,46.0
1494.0,-99.0,4.17,0.85,140.0,HVHZ,126890.0,1.0,1.0,68.0
1570.0,-99.0,4.0,0.87,140.0,HVHZ,225800.0,1.0,1.0,44.0
1646.0,-99.0,0.29,0.73,123.0,B   ,194336.0,1.0,1.0,68.0
1484.0,-99.0,0.28,0.38,120.0,B   ,97466.0,1.0,1.0,53.0
1624.0,-99.0,10.96,1.65,140.0,B   ,191683.0,1.0,1.0,46.0
1108.0,-99.0,37.18,1.03,146.0,HVHZ,108763.0,1.0,1.0,36.0
1886.0,-99.0,29.99,1.05,146.0,HVHZ,181869.0,1.0,1.0,37.0
1797.0,-99.0,8.48,1.0,140.0,B   ,178000.0,1.0,1.0,22.0
3507.0,-99.0,6.82,0.8,130.0,B   ,193788.0,1.0,1.0,45.0
1858.0,-99.0,6.16,1.28,150.0,B   ,216300.0,1.0,1.0,38.0
2051.0,-99.0,5.75,0.82,146.0,HVHZ,165978.0,1.0,1.0,65.0
1698.0,1214.4,24.02,0.35,136.0,C   ,293321.0,1.0,1.0,30.0
1780.0,-99.0,14.16,0.84,146.0,HVHZ,269534.0,2.0,1.0,83.0
1970.0,-99.0,4.57,0.7,140.0,B   ,56800.0,1.0,2.0,41.0
1308.0,-99.0,4.8,0.43,146.0,HVHZ,126294.0,2.0,1.0,74.0
2090.0,3115.2,0.84,0.6,123.0,B   ,250796.0,1.0,1.0,58.0
975.0,633.6,5.43,0.27,140.0,C   ,179184.0,1.0,1.0,58.0
1122.0,369.6,0.2,1.15,130.0,C   ,165538.0,1.0,1.0,41.0
1351.0,1214.4,14.96,2.7,130.0,C   ,92482.0,1.0,1.0,28.0
1088.0,-99.0,0.82,0.52,110.0,B   ,100022.0,1.0,1.0,29.0
1967.0,-99.0,26.3,1.2,140.0,B   ,102497.0,1.0,1.0,37.0
2108.0,-99.0,0.63,1.18,110.0,B   ,203859.0,1.0,1.0,33.0
1092.0,-99.0,4.19,0.33,140.0,B   ,58760.0,1.0,1.0,52.0
2169.0,-99.0,20.66,0.5,120.0,B   ,151850.0,1.0,1.0,39.0
1370.0,792.0,5.53,1.33,130.0,B   ,68130.0,1.0,1.0,56.0
1614.0,-99.0,5.3,0.64,146.0,HVHZ,212225.0,1.0,1.0,71.0
1321.0,-99.0,0.4,0.97,140.0,HVHZ,150410.0,1.0,1.0,65.0
954.0,-99.0,3.45,1.11,130.0,B   ,100600.0,1.0,1.0,38.0
2362.0,1660.78,5.31,1.25,130.0,C   ,160750.0,1.0,1.0,22.0
1496.0,-99.0,0.43,0.71,110.0,B   ,142366.0,1.0,1.0,38.0
1698.0,-99.0,28.89,0.34,146.0,HVHZ,196220.0,1.0,1.0,47.0
1914.0,-99.0,22.19,0.88,146.0,HVHZ,204410.0,1.0,1.0,44.0
2422.0,-99.0,1.15,0.84,120.0,B   ,242842.0,1.0,1.0,26.0
1301.0,-99.0,0.74,0.73,123.0,B   ,87855.0,1.0,1.0,65.0
2367.0,-99.0,26.66,0.47,146.0,HVHZ,316123.0,1.0,1.0,24.0
2160.0,-99.0,16.43,0.15,120.0,B   ,129840.0,1.0,1.0,30.0
1814.0,-99.0,1.35,1.01,110.0,B   ,140617.0,1.0,1.0,37.0
1834.0,580.8,4.89,0.58,120.0,C   ,201525.0,1.0,1.0,61.0
2171.0,-99.0,8.36,0.74,140.0,HVHZ,259060.0,1.0,1.0,37.0
1867.0,-99.0,7.84,0.69,140.0,HVHZ,235230.0,1.0,1.0,45.0
840.0,-99.0,0.58,0.94,123.0,B   ,85022.0,1.0,1.0,64.0
1419.0,-99.0,1.01,0.52,123.0,B   ,131799.0,1.0,1.0,59.0
1149.0,-99.0,5.19,1.19,140.0,HVHZ,176330.0,1.0,1.0,40.0
2937.0,-99.0,5.62,0.34,140.0,B   ,561981.0,1.0,1.0,56.0
2113.0,-99.0,13.84,1.05,120.0,B   ,140960.0,1.0,1.0,27.0
1864.0,-99.0,1.45,0.31,123.0,B   ,159874.0,1.0,1.0,70.0
2332.0,-99.0,11.62,1.35,130.0,B   ,165538.0,1.0,1.0,39.0
1738.0,-99.0,6.66,4.86,126.0,B   ,172784.0,1.0,1.0,21.0
2746.0,-99.0,2.6,0.97,140.0,HVHZ,356480.0,2.0,1.0,66.0
1899.0,-99.0,8.51,0.88,140.0,HVHZ,231790.0,1.0,1.0,41.0
1522.0,-99.0,27.79,4.63,110.0,B   ,138787.0,1.0,1.0,39.0
1760.0,-99.0,4.12,1.55,140.0,B   ,84378.0,1.0,1.0,44.0
1866.0,-99.0,14.2,0.24,146.0,HVHZ,278981.0,1.0,1.0,77.0
5319.0,-99.0,19.78,0.33,146.0,HVHZ,731288.0,2.0,1.0,61.0
2014.0,-99.0,0.48,0.92,120.0,B   ,158832.0,1.0,1.0,44.0
2128.0,158.4,1.46,0.42,130.0,B   ,481700.0,1.0,1.0,17.0
2466.0,-99.0,1.51,0.85,140.0,B   ,288408.0,1.0,1.0,45.0
3087.0,-99.0,0.83,1.06,110.0,B   ,82969.0,1.0,1.0,32.0
5098.0,2428.8,12.71,1.69,130.0,B   ,192996.0,1.0,1.0,39.0
3039.0,-99.0,5.28,0.99,120.0,B   ,315162.0,1.0,1.0,34.0
1393.0,-99.0,8.23,1.08,140.0,B   ,140047.0,1.0,1.0,40.0
1317.0,-99.0,5.55,0.49,140.0,HVHZ,218080.0,1.0,1.0,31.0
1909.0,1108.8,23.64,0.91,120.0,C   ,161060.0,1.0,1.0,47.0
1112.0,-99.0,1.86,0.21,140.0,B   ,100141.0,1.0,1.0,72.0
1476.0,3009.6,0.26,0.87,123.0,B   ,185118.0,1.0,1.0,66.0
1448.0,1003.2,0.03,2.16,130.0,B   ,140700.0,1.0,1.0,46.0
2666.0,1520.65,30.95,1.92,140.0,C   ,132487.0,1.0,1.0,53.0
3083.0,-99.0,18.81,0.69,146.0,HVHZ,952570.0,1.0,1.0,73.0
790.0,950.4,1.57,1.12,123.0,C   ,43676.0,1.0,1.0,51.0
4560.0,633.6,13.46,1.06,130.0,C   ,415060.0,1.0,1.0,35.0
1673.0,-99.0,0.09,1.03,110.0,B   ,97387.0,1.0,1.0,66.0
2201.0,-99.0,6.98,0.82,140.0,HVHZ,255910.0,1.0,1.0,50.0
1276.0,2956.8,2.05,0.21,130.0,B   ,189100.0,1.0,1.0,70.0
1892.0,-99.0,0.69,1.46,110.0,B   ,154120.0,1.0,1.0,31.0
1080.0,-99.0,0.77,1.55,123.0,B   ,38206.0,1.0,1.0,57.0
2006.0,2956.8,17.04,0.53,130.0,C   ,144226.0,1.0,1.0,39.0
1684.0,844.8,25.53,1.03,120.0,C   ,121390.0,1.0,1.0,60.0
1661.0,-99.0,3.17,0.6,140.0,HVHZ,265770.0,1.0,1.0,46.0
2414.0,158.4,4.47,1.25,140.0,C   ,433500.0,1.0,1.0,31.0
2190.0,633.6,6.6,0.9,146.0,HVHZ,608650.0,1.0,1.0,85.0
2380.0,3379.2,9.25,1.67,130.0,B   ,159116.0,1.0,1.0,34.0
1492.0,-99.0,2.81,1.22,140.0,HVHZ,217260.0,1.0,1.0,62.0
1125.0,-99.0,7.46,0.79,146.0,HVHZ,100277.0,1.0,1.0,86.0
1005.0,-99.0,5.75,0.78,140.0,B   ,85000.0,1.0,1.0,39.0
2859.0,-99.0,0.4,1.7,110.0,B   ,170656.0,1.0,1.0,21.0
1605.0,1478.4,7.15,0.26,140.0,C   ,422402.0,1.0,1.0,68.0
1886.0,-99.0,11.03,0.91,120.0,B   ,103470.0,1.0,1.0,37.0
1536.0,-99.0,0.9,0.71,140.0,HVHZ,154810.0,1.0,1.0,68.0
1285.0,-99.0,0.66,0.18,123.0,B   ,99576.0,1.0,1.0,65.0
1492.0,1425.6,1.19,0.45,140.0,C   ,317086.0,1.0,1.0,98.0
2058.0,-99.0,24.46,0.88,146.0,HVHZ,231328.0,1.0,1.0,37.0
2330.0,-99.0,1.96,0.41,140.0,HVHZ,277410.0,1.0,1.0,37.0
1305.0,-99.0,4.0,0.16,140.0,HVHZ,127790.0,1.0,1.0,33.0
1490.0,-99.0,4.99,0.39,140.0,HVHZ,141250.0,1.0,1.0,64.0
1806.0,-99.0,5.84,0.72,140.0,HVHZ,166980.0,1.0,1.0,56.0
1403.0,-99.0,0.58,1.58,120.0,B   ,122793.0,1.0,1.0,65.0
1583.0,211.2,5.55,2.56,130.0,C   ,710047.0,1.0,1.0,29.0
1856.0,-99.0,4.03,1.22,130.0,B   ,150500.0,1.0,1.0,35.0
3026.0,105.6,0.24,0.3,123.0,C   ,703942.0,1.0,1.0,37.0
1189.0,-99.0,0.76,0.78,120.0,B   ,86123.0,1.0,1.0,68.0
2213.0,-99.0,7.76,0.48,140.0,HVHZ,267820.0,1.0,1.0,45.0
1378.0,-99.0,1.48,0.7,130.0,B   ,111789.0,1.0,1.0,64.0
1816.0,-99.0,16.75,0.61,140.0,B   ,117789.0,1.0,1.0,51.0
1064.0,-99.0,3.85,1.61,140.0,B   ,71000.0,1.0,1.0,39.0
1578.0,-99.0,9.05,0.37,140.0,B   ,55260.0,1.0,1.0,61.0
2216.0,-99.0,0.42,0.51,120.0,B   ,269354.0,1.0,1.0,48.0
1236.0,-99.0,0.53,0.68,120.0,B   ,65779.0,1.0,1.0,73.0
2611.0,-99.0,27.66,1.42,146.0,HVHZ,339847.0,1.0,1.0,31.0
2778.0,2745.6,7.91,0.66,120.0,B   ,310077.0,1.0,1.0,15.0
2547.0,-99.0,4.96,0.31,120.0,B   ,231304.0,1.0,1.0,25.0
1824.0,528.0,22.62,0.54,135.0,C   ,330824.0,1.0,1.0,54.0
1892.0,-99.0,2.77,1.18,140.0,B   ,209516.0,1.0,1.0,37.0
2232.0,-99.0,1.39,0.91,123.0,B   ,238866.0,1.0,1.0,43.0
1058.0,-99.0,3.66,0.6,146.0,HVHZ,87500.0,1.0,1.0,52.0
1746.0,-99.0,9.19,1.13,140.0,B   ,181597.0,1.0,1.0,24.0
1116.0,1742.4,2.22,1.76,123.0,B   ,129944.0,1.0,1.0,65.0
1640.0,-99.0,3.91,0.46,140.0,HVHZ,207730.0,1.0,1.0,48.0
890.0,-99.0,0.31,1.03,110.0,B   ,115700.0,1.0,1.0,52.0
1453.0,-99.0,1.55,1.33,140.0,B   ,155107.0,1.0,1.0,65.0
1668.0,1267.2,23.85,0.78,120.0,C   ,84020.0,1.0,1.0,68.0
1700.0,4540.8,2.28,0.11,120.0,B   ,137116.0,1.0,1.0,54.0
3057.0,-99.0,6.47,1.05,140.0,HVHZ,397410.0,1.0,1.0,51.0
3155.0,-99.0,24.39,1.26,146.0,HVHZ,475676.0,1.0,1.0,60.0
2215.0,-99.0,0.34,0.88,123.0,B   ,224286.0,1.0,1.0,37.0
1124.0,211.2,0.82,1.46,120.0,B   ,209351.0,1.0,1.0,60.0
1527.0,-99.0,3.24,0.65,146.0,HVHZ,119098.0,1.0,1.0,70.0
2675.0,-99.0,9.77,1.0,140.0,B   ,208502.0,1.0,1.0,36.0
1976.0,-99.0,2.1,0.77,123.0,B   ,309863.0,1.0,1.0,49.0
3188.0,-99.0,3.13,0.71,140.0,B   ,432524.0,1.0,1.0,32.0
1835.0,-99.0,24.57,0.61,146.0,HVHZ,251482.0,1.0,1.0,39.0
1906.0,-99.0,1.27,0.79,100.0,B   ,127200.0,1.0,1.0,38.0
1935.0,-99.0,0.9,0.88,146.0,HVHZ,261678.0,1.0,1.0,47.0
2248.0,-99.0,26.9,0.61,146.0,HVHZ,247520.0,1.0,1.0,31.0
2858.0,792.0,15.86,0.41,130.0,C   ,282930.0,1.0,1.0,35.0
2114.0,-99.0,8.52,0.74,130.0,B   ,123556.0,1.0,1.0,36.0
1607.0,2323.2,2.23,0.38,120.0,C   ,171883.0,1.0,1.0,66.0
1282.0,-99.0,0.21,0.69,123.0,B   ,97861.0,1.0,1.0,63.0
1633.0,105.6,5.04,3.37,130.0,C   ,221807.0,1.0,1.0,51.0
