AdjSquareFeet,DistancetoCoast,DistancetoSinkhole,DistancetoFireDepartment,LocationWindSpeed,NumberOfBuildings,NumberOfUnits,Age,Terrain_B   ,Terrain_C   ,Terrain_HVHZ
1723.0,-99.0,4.7,0.62,140.0,1.0,1.0,61.0,True,False,False
1723.0,-99.0,4.7,0.62,140.0,1.0,1.0,61.0,True,False,False
1723.0,-99.0,4.7,0.62,140.0,1.0,1.0,61.0,True,False,False
1529.0,-99.0,0.8,0.98,140.0,1.0,1.0,35.0,False,False,True
696.0,-99.0,0.87,0.71,123.0,1.0,1.0,64.0,True,False,False
959.0,-99.0,2.71,0.93,123.0,1.0,1.0,64.0,True,False,False
2008.0,-99.0,21.54,0.69,146.0,1.0,1.0,46.0,False,False,True
1333.0,-99.0,7.7,0.37,140.0,1.0,1.0,35.0,False,False,True
1603.0,-99.0,22.9,1.01,146.0,1.0,1.0,54.0,False,False,True
1603.0,-99.0,22.9,1.01,146.0,1.0,1.0,54.0,False,False,True
1603.0,-99.0,22.9,1.01,146.0,1.0,1.0,54.0,False,False,True
1126.0,-99.0,7.29,0.6,140.0,1.0,1.0,65.0,False,False,True
1126.0,-99.0,7.29,0.6,140.0,1.0,1.0,65.0,False,False,True
1000.0,-99.0,5.52,0.66,140.0,1.0,1.0,50.0,False,False,True
1000.0,-99.0,6.34,0.47,140.0,1.0,1.0,45.0,False,False,True
2249.0,-99.0,15.03,0.86,146.0,1.0,1.0,77.0,False,False,True
2249.0,-99.0,15.03,0.86,146.0,1.0,1.0,77.0,False,False,True
2249.0,-99.0,15.03,0.86,146.0,1.0,1.0,77.0,False,False,True
1906.0,1372.8,1.93,1.14,123.0,1.0,1.0,52.0,True,False,False
1696.0,-99.0,7.22,1.05,140.0,1.0,1.0,52.0,False,False,True
1077.0,-99.0,0.72,0.56,100.0,1.0,1.0,66.0,True,False,False
753.0,-99.0,5.25,0.45,140.0,1.0,1.0,47.0,False,False,True
3105.0,3115.2,8.83,1.56,130.0,1.0,1.0,48.0,True,False,False
1750.0,2006.4,0.48,1.04,123.0,1.0,1.0,99.0,True,False,False
1750.0,2006.4,0.48,1.04,123.0,1.0,1.0,99.0,True,False,False
1750.0,2006.4,0.48,1.04,123.0,1.0,1.0,99.0,True,False,False
1930.0,-99.0,2.57,1.39,140.0,1.0,1.0,62.0,False,False,True
1482.0,-99.0,4.87,1.15,140.0,1.0,1.0,33.0,False,False,True
1845.0,-99.0,0.4,1.37,123.0,1.0,1.0,42.0,True,False,False
2950.0,-99.0,8.41,0.11,140.0,1.0,1.0,51.0,False,False,True
1193.0,4699.2,0.37,0.69,123.0,1.0,1.0,45.0,True,False,False
1371.0,-99.0,0.93,1.03,140.0,1.0,1.0,71.0,False,False,True
1866.0,-99.0,5.93,0.75,140.0,1.0,1.0,65.0,False,False,True
1156.0,-99.0,3.88,0.36,140.0,1.0,1.0,61.0,False,False,True
1975.0,-99.0,10.34,0.85,140.0,1.0,1.0,54.0,True,False,False
1200.0,-99.0,24.0,0.38,146.0,1.0,1.0,43.0,False,False,True
1200.0,-99.0,24.0,0.38,146.0,1.0,1.0,43.0,False,False,True
1742.0,-99.0,24.44,0.82,120.0,1.0,1.0,63.0,True,False,False
1742.0,-99.0,24.44,0.82,120.0,1.0,1.0,63.0,True,False,False
1289.0,-99.0,0.38,0.19,110.0,1.0,1.0,18.0,True,False,False
1599.0,-99.0,0.78,0.42,123.0,1.0,1.0,69.0,True,False,False
1599.0,-99.0,0.78,0.42,123.0,1.0,1.0,69.0,True,False,False
2664.0,-99.0,1.09,0.77,120.0,1.0,1.0,69.0,True,False,False
1391.0,-99.0,4.81,0.48,140.0,1.0,1.0,55.0,False,False,True
1535.0,-99.0,5.3,0.39,140.0,1.0,1.0,32.0,False,False,True
1701.0,-99.0,6.19,0.82,140.0,1.0,1.0,62.0,False,False,True
1701.0,-99.0,6.19,0.82,140.0,1.0,1.0,62.0,False,False,True
944.0,-99.0,7.14,0.82,140.0,1.0,1.0,43.0,False,False,True
2017.0,-99.0,4.55,1.17,140.0,1.0,1.0,68.0,False,False,True
2965.0,4171.2,11.64,1.39,130.0,1.0,1.0,46.0,True,False,False
1152.0,3801.6,11.56,0.52,131.0,1.0,1.0,51.0,True,False,False
925.0,-99.0,5.78,0.94,140.0,1.0,1.0,70.0,False,False,True
1264.0,-99.0,0.63,0.42,140.0,1.0,1.0,66.0,False,False,True
1264.0,-99.0,0.63,0.42,140.0,1.0,1.0,66.0,False,False,True
1264.0,-99.0,0.63,0.42,140.0,1.0,1.0,66.0,False,False,True
4633.0,-99.0,11.54,0.95,130.0,1.0,1.0,40.0,True,False,False
2024.0,-99.0,13.03,1.5,132.0,1.0,1.0,53.0,True,False,False
2582.0,686.4,0.19,0.27,123.0,1.0,1.0,18.0,False,True,False
1181.0,-99.0,6.36,0.22,140.0,1.0,1.0,40.0,False,False,True
1181.0,-99.0,6.36,0.22,140.0,1.0,1.0,40.0,False,False,True
1181.0,-99.0,6.36,0.22,140.0,1.0,1.0,40.0,False,False,True
1321.0,-99.0,8.33,0.45,140.0,1.0,1.0,40.0,False,False,True
1280.0,-99.0,6.04,0.46,140.0,1.0,1.0,43.0,False,False,True
1280.0,-99.0,6.04,0.46,140.0,1.0,1.0,43.0,False,False,True
2528.0,-99.0,0.74,0.43,120.0,1.0,1.0,49.0,True,False,False
1412.0,-99.0,40.75,1.77,146.0,1.0,1.0,50.0,False,False,True
1688.0,-99.0,26.35,0.79,146.0,1.0,1.0,24.0,False,False,True
1387.0,-99.0,4.06,1.51,140.0,1.0,1.0,41.0,False,False,True
1387.0,-99.0,4.06,1.51,140.0,1.0,1.0,41.0,False,False,True
1140.0,-99.0,4.09,1.48,140.0,1.0,1.0,44.0,False,False,True
1140.0,-99.0,4.09,1.48,140.0,1.0,1.0,44.0,False,False,True
1140.0,-99.0,4.09,1.48,140.0,1.0,1.0,44.0,False,False,True
2205.0,-99.0,0.82,0.21,123.0,1.0,1.0,44.0,True,False,False
1455.0,-99.0,4.93,0.79,140.0,1.0,1.0,55.0,False,False,True
1455.0,-99.0,4.93,0.79,140.0,1.0,1.0,55.0,False,False,True
1115.0,-99.0,16.21,0.7,146.0,1.0,1.0,23.0,False,False,True
1987.0,-99.0,3.44,0.98,140.0,1.0,1.0,34.0,True,False,False
860.0,-99.0,5.54,0.83,140.0,1.0,1.0,47.0,False,False,True
949.0,-99.0,7.64,1.07,140.0,1.0,1.0,43.0,False,False,True
615.0,-99.0,0.65,1.35,123.0,1.0,1.0,38.0,True,False,False
1587.0,-99.0,10.77,1.39,140.0,1.0,1.0,37.0,True,False,False
2242.0,-99.0,1.74,0.22,100.0,1.0,1.0,31.0,True,False,False
1382.0,-99.0,3.35,0.45,140.0,1.0,1.0,70.0,False,False,True
1382.0,-99.0,3.35,0.45,140.0,1.0,1.0,70.0,False,False,True
1405.0,-99.0,1.74,0.37,140.0,1.0,1.0,68.0,False,False,True
1405.0,-99.0,1.74,0.37,140.0,1.0,1.0,68.0,False,False,True
1405.0,-99.0,1.74,0.37,140.0,1.0,1.0,68.0,False,False,True
1405.0,-99.0,1.74,0.37,140.0,1.0,1.0,68.0,False,False,True
703.0,1161.6,1.2,1.03,123.0,1.0,1.0,42.0,True,False,False
907.0,-99.0,5.37,0.51,140.0,1.0,1.0,40.0,False,False,True
1563.0,-99.0,10.72,1.35,140.0,1.0,1.0,41.0,True,False,False
1563.0,-99.0,10.72,1.35,140.0,1.0,1.0,41.0,True,False,False
1563.0,-99.0,10.72,1.35,140.0,1.0,1.0,41.0,True,False,False
898.0,1372.8,0.32,0.98,123.0,1.0,1.0,39.0,False,True,False
960.0,-99.0,1.73,0.42,140.0,1.0,1.0,59.0,False,False,True
1999.0,-99.0,4.9,1.87,140.0,2.0,1.0,46.0,True,False,False
1264.0,-99.0,25.67,1.45,146.0,2.0,1.0,65.0,False,False,True
1264.0,-99.0,25.67,1.45,146.0,2.0,1.0,65.0,False,False,True
1264.0,-99.0,25.67,1.45,146.0,2.0,1.0,65.0,False,False,True
1483.0,-99.0,7.08,0.52,140.0,1.0,1.0,62.0,True,False,False
1483.0,-99.0,7.08,0.52,140.0,1.0,1.0,62.0,True,False,False
630.0,-99.0,10.11,0.49,130.0,1.0,1.0,79.0,True,False,False
630.0,-99.0,10.11,0.49,130.0,1.0,1.0,79.0,True,False,False
1076.0,-99.0,7.14,1.57,140.0,1.0,1.0,40.0,False,False,True
1193.0,-99.0,0.23,1.58,120.0,1.0,1.0,66.0,True,False,False
927.0,-99.0,6.05,2.37,130.0,1.0,1.0,37.0,True,False,False
2042.0,-99.0,0.63,0.88,140.0,1.0,1.0,60.0,False,False,True
683.0,-99.0,0.19,0.99,140.0,1.0,1.0,43.0,True,False,False
3423.0,-99.0,6.84,0.84,130.0,1.0,1.0,39.0,True,False,False
1252.0,-99.0,1.96,3.21,120.0,1.0,1.0,22.0,True,False,False
1586.0,-99.0,1.51,1.2,123.0,1.0,1.0,36.0,True,False,False
1168.0,2587.2,21.89,0.91,120.0,1.0,1.0,67.0,True,False,False
1168.0,2587.2,21.89,0.91,120.0,1.0,1.0,67.0,True,False,False
1168.0,2587.2,21.89,0.91,120.0,1.0,1.0,67.0,True,False,False
1168.0,2587.2,21.89,0.91,120.0,1.0,1.0,67.0,True,False,False
1278.0,-99.0,3.7,0.55,140.0,1.0,1.0,61.0,False,False,True
1643.0,-99.0,0.65,1.94,120.0,1.0,1.0,69.0,True,False,False
1647.0,-99.0,7.48,1.08,140.0,1.0,1.0,48.0,False,False,True
1636.0,-99.0,1.85,0.55,140.0,1.0,1.0,67.0,False,False,True
1320.0,-99.0,37.01,0.99,146.0,1.0,1.0,69.0,False,False,True
1068.0,2851.2,1.45,0.44,123.0,1.0,1.0,48.0,True,False,False
1068.0,2851.2,1.45,0.44,123.0,1.0,1.0,48.0,True,False,False
1068.0,2851.2,1.45,0.44,123.0,1.0,1.0,48.0,True,False,False
1068.0,2851.2,1.45,0.44,123.0,1.0,1.0,48.0,True,False,False
1068.0,2851.2,1.45,0.44,123.0,1.0,1.0,48.0,True,False,False
2965.0,-99.0,9.04,1.07,140.0,1.0,1.0,47.0,False,False,True
2965.0,-99.0,9.04,1.07,140.0,1.0,1.0,47.0,False,False,True
1236.0,-99.0,15.42,0.76,146.0,1.0,1.0,75.0,False,False,True
1236.0,-99.0,15.42,0.76,146.0,1.0,1.0,75.0,False,False,True
2547.0,2112.0,13.77,1.29,120.0,1.0,1.0,61.0,False,True,False
2588.0,-99.0,2.39,1.34,140.0,1.0,1.0,57.0,False,False,True
2018.0,-99.0,22.56,0.23,120.0,1.0,1.0,60.0,True,False,False
2018.0,-99.0,22.56,0.23,120.0,1.0,1.0,60.0,True,False,False
2018.0,-99.0,22.56,0.23,120.0,1.0,1.0,60.0,True,False,False
1612.0,-99.0,0.93,0.62,123.0,1.0,1.0,68.0,True,False,False
1612.0,-99.0,0.93,0.62,123.0,1.0,1.0,68.0,True,False,False
1165.0,-99.0,1.36,0.58,123.0,1.0,1.0,53.0,True,False,False
1488.0,-99.0,6.74,1.16,140.0,1.0,1.0,43.0,True,False,False
2509.0,-99.0,27.58,2.48,146.0,1.0,1.0,21.0,False,False,True
1649.0,-99.0,3.63,1.66,140.0,1.0,1.0,46.0,True,False,False
1649.0,-99.0,3.63,1.66,140.0,1.0,1.0,46.0,True,False,False
1515.0,-99.0,4.7,0.7,140.0,1.0,1.0,57.0,False,False,True
1515.0,-99.0,4.7,0.7,140.0,1.0,1.0,57.0,False,False,True
1809.0,-99.0,6.43,0.83,140.0,1.0,1.0,69.0,True,False,False
1167.0,-99.0,7.84,0.96,140.0,1.0,1.0,47.0,True,False,False
1476.0,-99.0,1.81,0.94,123.0,1.0,1.0,73.0,True,False,False
1088.0,-99.0,0.34,0.8,140.0,1.0,1.0,64.0,False,False,True
1555.0,-99.0,0.75,0.26,123.0,1.0,1.0,67.0,True,False,False
1115.0,-99.0,2.74,1.16,140.0,1.0,1.0,41.0,False,False,True
1115.0,-99.0,2.74,1.16,140.0,1.0,1.0,41.0,False,False,True
1115.0,-99.0,2.74,1.16,140.0,1.0,1.0,41.0,False,False,True
2482.0,-99.0,0.24,1.01,120.0,1.0,1.0,32.0,True,False,False
2482.0,-99.0,0.24,1.01,120.0,1.0,1.0,32.0,True,False,False
1607.0,-99.0,7.3,1.15,140.0,1.0,1.0,37.0,False,False,True
1520.0,-99.0,2.06,0.6,123.0,1.0,1.0,40.0,True,False,False
1520.0,-99.0,2.06,0.6,123.0,1.0,1.0,40.0,True,False,False
1520.0,-99.0,2.06,0.6,123.0,1.0,1.0,40.0,True,False,False
2537.0,-99.0,8.91,1.06,140.0,1.0,1.0,50.0,False,False,True
1825.0,4435.2,1.76,1.39,130.0,1.0,1.0,66.0,True,False,False
907.0,-99.0,5.69,0.53,140.0,1.0,1.0,50.0,True,False,False
880.0,4118.4,0.27,0.52,123.0,1.0,1.0,68.0,True,False,False
2021.0,-99.0,4.49,1.12,140.0,1.0,1.0,69.0,False,False,True
2021.0,-99.0,4.49,1.12,140.0,1.0,1.0,69.0,False,False,True
2021.0,-99.0,4.49,1.12,140.0,1.0,1.0,69.0,False,False,True
1866.0,-99.0,0.48,0.98,140.0,1.0,1.0,57.0,False,False,True
1866.0,-99.0,0.48,0.98,140.0,1.0,1.0,57.0,False,False,True
1866.0,-99.0,0.48,0.98,140.0,1.0,1.0,57.0,False,False,True
1212.0,-99.0,4.45,1.32,130.0,1.0,1.0,52.0,True,False,False
2924.0,-99.0,3.57,0.98,140.0,1.0,1.0,52.0,False,False,True
2280.0,2006.4,21.51,0.2,120.0,1.0,1.0,67.0,False,True,False
1650.0,-99.0,0.12,1.36,123.0,1.0,1.0,52.0,True,False,False
1543.0,-99.0,7.64,0.15,140.0,1.0,1.0,44.0,True,False,False
2422.0,-99.0,5.57,1.14,140.0,1.0,1.0,54.0,False,False,True
960.0,-99.0,2.73,1.05,140.0,1.0,1.0,58.0,False,False,True
4745.0,-99.0,10.96,0.34,130.0,1.0,1.0,27.0,True,False,False
1178.0,-99.0,0.95,0.45,123.0,1.0,1.0,84.0,True,False,False
3220.0,-99.0,1.83,0.47,140.0,1.0,1.0,62.0,False,False,True
1946.0,-99.0,2.12,0.53,140.0,1.0,1.0,52.0,True,False,False
1946.0,-99.0,2.12,0.53,140.0,1.0,1.0,52.0,True,False,False
1355.0,-99.0,6.55,0.51,140.0,1.0,1.0,55.0,False,False,True
2734.0,-99.0,2.17,1.66,140.0,1.0,1.0,34.0,True,False,False
1679.0,-99.0,3.21,1.09,130.0,1.0,1.0,63.0,True,False,False
1679.0,-99.0,3.21,1.09,130.0,1.0,1.0,63.0,True,False,False
977.0,-99.0,0.76,0.25,120.0,1.0,1.0,56.0,True,False,False
977.0,-99.0,0.76,0.25,120.0,1.0,1.0,56.0,True,False,False
1028.0,-99.0,1.18,1.36,123.0,1.0,1.0,35.0,False,True,False
935.0,-99.0,0.1,0.57,123.0,1.0,1.0,43.0,True,False,False
1821.0,-99.0,4.62,0.72,140.0,1.0,1.0,58.0,True,False,False
4121.0,-99.0,9.24,1.1,130.0,1.0,1.0,50.0,True,False,False
1677.0,-99.0,7.45,0.26,140.0,1.0,1.0,39.0,False,False,True
1418.0,-99.0,17.91,0.44,146.0,1.0,1.0,69.0,False,False,True
1408.0,-99.0,2.41,1.17,140.0,1.0,1.0,55.0,False,False,True
1408.0,-99.0,2.41,1.17,140.0,1.0,1.0,55.0,False,False,True
1555.0,158.4,0.89,1.19,123.0,1.0,1.0,50.0,False,True,False
2908.0,-99.0,4.65,1.92,130.0,1.0,1.0,34.0,True,False,False
1333.0,-99.0,4.6,0.56,140.0,1.0,1.0,56.0,False,False,True
1244.0,-99.0,3.01,1.86,140.0,1.0,1.0,38.0,True,False,False
3087.0,-99.0,2.09,1.08,120.0,1.0,1.0,64.0,True,False,False
1705.0,-99.0,3.14,1.1,140.0,1.0,1.0,55.0,False,False,True
1520.0,-99.0,1.01,1.29,123.0,1.0,1.0,41.0,True,False,False
1270.0,-99.0,5.98,0.85,140.0,1.0,1.0,61.0,False,False,True
1270.0,-99.0,5.98,0.85,140.0,1.0,1.0,61.0,False,False,True
1270.0,-99.0,5.98,0.85,140.0,1.0,1.0,61.0,False,False,True
1270.0,-99.0,5.98,0.85,140.0,1.0,1.0,61.0,False,False,True
3980.0,-99.0,11.78,0.7,130.0,1.0,1.0,28.0,True,False,False
1039.0,-99.0,1.3,1.16,140.0,1.0,1.0,73.0,False,False,True
2868.0,-99.0,6.79,0.55,140.0,1.0,1.0,39.0,False,False,True
1131.0,-99.0,2.45,0.82,123.0,1.0,1.0,72.0,True,False,False
2997.0,1795.2,24.58,0.37,120.0,1.0,1.0,33.0,False,True,False
1300.0,-99.0,2.09,0.95,140.0,1.0,1.0,65.0,False,False,True
1300.0,-99.0,2.09,0.95,140.0,1.0,1.0,65.0,False,False,True
955.0,-99.0,0.18,0.7,123.0,1.0,1.0,94.0,True,False,False
1044.0,-99.0,5.55,0.5,140.0,1.0,1.0,39.0,False,False,True
1044.0,-99.0,5.55,0.5,140.0,1.0,1.0,39.0,False,False,True
1044.0,-99.0,5.55,0.5,140.0,1.0,1.0,39.0,False,False,True
2235.0,-99.0,22.14,1.5,146.0,1.0,1.0,57.0,False,False,True
905.0,-99.0,6.09,0.34,140.0,1.0,1.0,44.0,True,False,False
871.0,-99.0,2.62,0.48,140.0,1.0,1.0,69.0,False,False,True
871.0,-99.0,2.62,0.48,140.0,1.0,1.0,69.0,False,False,True
1434.0,3643.2,1.93,0.43,123.0,1.0,1.0,59.0,True,False,False
1040.0,52.8,3.11,0.64,123.0,1.0,1.0,54.0,False,True,False
5186.0,-99.0,6.36,0.1,140.0,1.0,1.0,62.0,False,False,True
5186.0,-99.0,6.36,0.1,140.0,1.0,1.0,62.0,False,False,True
3247.0,-99.0,0.25,0.85,123.0,1.0,1.0,45.0,True,False,False
1876.0,158.4,1.54,0.85,130.0,1.0,1.0,55.0,False,True,False
1195.0,-99.0,1.57,0.55,123.0,1.0,1.0,65.0,True,False,False
1520.0,3748.8,6.52,1.01,120.0,1.0,1.0,65.0,True,False,False
1294.0,-99.0,0.48,1.35,140.0,1.0,1.0,63.0,False,False,True
1294.0,-99.0,0.48,1.35,140.0,1.0,1.0,63.0,False,False,True
1294.0,-99.0,0.48,1.35,140.0,1.0,1.0,63.0,False,False,True
2081.0,-99.0,17.67,0.72,146.0,1.0,1.0,70.0,False,False,True
1796.0,-99.0,0.88,1.08,130.0,1.0,1.0,49.0,True,False,False
1398.0,-99.0,2.59,1.46,140.0,1.0,1.0,53.0,False,False,True
1667.0,-99.0,4.53,0.98,140.0,1.0,1.0,68.0,False,False,True
1896.0,-99.0,5.12,0.62,140.0,1.0,1.0,54.0,False,False,True
560.0,-99.0,0.39,1.13,120.0,1.0,1.0,55.0,True,False,False
560.0,-99.0,0.39,1.13,120.0,1.0,1.0,55.0,True,False,False
2296.0,-99.0,15.79,1.91,120.0,1.0,1.0,51.0,True,False,False
1055.0,-99.0,4.39,1.74,140.0,1.0,1.0,62.0,True,False,False
1055.0,-99.0,4.39,1.74,140.0,1.0,1.0,62.0,True,False,False
2449.0,1372.8,5.73,1.43,140.0,1.0,1.0,34.0,False,True,False
1211.0,-99.0,5.43,0.79,140.0,1.0,1.0,50.0,False,False,True
1211.0,-99.0,5.43,0.79,140.0,1.0,1.0,50.0,False,False,True
1211.0,-99.0,5.43,0.79,140.0,1.0,1.0,50.0,False,False,True
4288.0,211.2,1.36,1.79,123.0,1.0,1.0,58.0,False,True,False
1809.0,-99.0,4.46,1.27,140.0,1.0,1.0,38.0,False,False,True
1809.0,-99.0,4.46,1.27,140.0,1.0,1.0,38.0,False,False,True
1809.0,-99.0,4.46,1.27,140.0,1.0,1.0,38.0,False,False,True
3890.0,-99.0,21.15,1.14,146.0,1.0,1.0,29.0,False,False,True
2374.0,-99.0,1.81,0.81,140.0,1.0,1.0,58.0,False,False,True
1606.0,-99.0,7.11,1.33,140.0,1.0,1.0,60.0,False,False,True
1606.0,-99.0,7.11,1.33,140.0,1.0,1.0,60.0,False,False,True
1606.0,-99.0,7.11,1.33,140.0,1.0,1.0,60.0,False,False,True
1762.0,-99.0,0.2,0.96,123.0,1.0,1.0,48.0,True,False,False
1249.0,-99.0,1.64,1.09,140.0,1.0,1.0,39.0,False,False,True
1478.0,-99.0,9.18,0.42,140.0,1.0,1.0,36.0,True,False,False
1427.0,-99.0,7.64,0.93,140.0,1.0,1.0,44.0,False,False,True
2385.0,2587.2,21.44,0.41,120.0,1.0,1.0,59.0,False,True,False
2385.0,2587.2,21.44,0.41,120.0,1.0,1.0,59.0,False,True,False
1159.0,-99.0,0.98,1.55,123.0,1.0,1.0,72.0,True,False,False
1371.0,-99.0,2.88,0.89,140.0,1.0,1.0,67.0,False,False,True
1371.0,-99.0,2.88,0.89,140.0,1.0,1.0,67.0,False,False,True
2006.0,-99.0,25.46,1.48,146.0,1.0,1.0,36.0,False,False,True
2006.0,-99.0,25.46,1.48,146.0,1.0,1.0,36.0,False,False,True
2752.0,-99.0,2.88,1.46,140.0,1.0,1.0,52.0,False,False,True
5530.0,-99.0,11.03,2.0,130.0,1.0,1.0,20.0,True,False,False
5530.0,-99.0,11.03,2.0,130.0,1.0,1.0,20.0,True,False,False
5530.0,-99.0,11.03,2.0,130.0,1.0,1.0,20.0,True,False,False
1357.0,-99.0,10.87,1.52,140.0,1.0,1.0,49.0,True,False,False
1478.0,-99.0,17.41,1.37,146.0,1.0,1.0,28.0,False,False,True
1394.0,-99.0,6.04,0.88,140.0,1.0,1.0,52.0,False,False,True
2238.0,-99.0,5.51,0.69,140.0,1.0,1.0,61.0,False,False,True
1110.0,-99.0,4.61,1.23,146.0,1.0,1.0,71.0,False,False,True
1110.0,-99.0,4.61,1.23,146.0,1.0,1.0,71.0,False,False,True
2346.0,-99.0,3.6,1.18,130.0,1.0,1.0,32.0,True,False,False
2478.0,-99.0,2.92,0.63,123.0,1.0,1.0,35.0,True,False,False
1321.0,-99.0,5.87,1.09,140.0,1.0,1.0,39.0,False,False,True
1119.0,-99.0,5.57,1.55,140.0,1.0,1.0,48.0,False,False,True
1495.0,-99.0,6.7,1.27,140.0,1.0,1.0,56.0,False,False,True
1340.0,-99.0,2.47,0.49,140.0,1.0,1.0,39.0,False,False,True
2024.0,-99.0,0.32,1.13,120.0,1.0,1.0,57.0,True,False,False
2024.0,-99.0,0.32,1.13,120.0,1.0,1.0,57.0,True,False,False
1122.0,-99.0,1.41,0.7,140.0,1.0,1.0,67.0,False,False,True
1122.0,-99.0,1.41,0.7,140.0,1.0,1.0,67.0,False,False,True
1641.0,-99.0,1.54,0.36,140.0,1.0,1.0,64.0,False,False,True
2272.0,-99.0,6.45,1.06,140.0,1.0,1.0,55.0,False,False,True
1572.0,-99.0,3.82,0.38,140.0,1.0,1.0,53.0,True,False,False
1615.0,-99.0,3.86,1.24,140.0,1.0,1.0,65.0,False,False,True
1230.0,-99.0,38.11,1.3,140.0,1.0,1.0,71.0,True,False,False
1987.0,-99.0,4.47,0.42,140.0,1.0,1.0,53.0,False,False,True
1987.0,-99.0,4.47,0.42,140.0,1.0,1.0,53.0,False,False,True
1987.0,-99.0,4.47,0.42,140.0,1.0,1.0,53.0,False,False,True
1411.0,-99.0,4.3,0.89,140.0,1.0,1.0,70.0,False,False,True
1411.0,-99.0,4.3,0.89,140.0,1.0,1.0,70.0,False,False,True
3052.0,-99.0,0.29,1.02,120.0,1.0,1.0,28.0,True,False,False
1822.0,-99.0,3.8,1.05,140.0,1.0,1.0,59.0,False,False,True
1822.0,-99.0,3.8,1.05,140.0,1.0,1.0,59.0,False,False,True
944.0,-99.0,0.1,0.31,123.0,1.0,1.0,63.0,True,False,False
1449.0,-99.0,1.05,0.99,140.0,1.0,2.0,63.0,False,False,True
1449.0,-99.0,1.05,0.99,140.0,1.0,2.0,63.0,False,False,True
1159.0,-99.0,6.75,0.54,140.0,1.0,1.0,61.0,False,False,True
1159.0,-99.0,6.75,0.54,140.0,1.0,1.0,61.0,False,False,True
1895.0,-99.0,6.09,0.73,140.0,1.0,1.0,54.0,False,False,True
1895.0,-99.0,6.09,0.73,140.0,1.0,1.0,54.0,False,False,True
2862.0,-99.0,4.55,0.71,140.0,2.0,1.0,65.0,False,False,True
3391.0,-99.0,16.22,1.01,146.0,1.0,1.0,65.0,False,False,True
3391.0,-99.0,16.22,1.01,146.0,1.0,1.0,65.0,False,False,True
1827.0,-99.0,6.61,0.21,140.0,1.0,1.0,55.0,False,False,True
1827.0,-99.0,6.61,0.21,140.0,1.0,1.0,55.0,False,False,True
1827.0,-99.0,6.61,0.21,140.0,1.0,1.0,55.0,False,False,True
1640.0,-99.0,1.35,0.39,140.0,1.0,1.0,58.0,False,False,True
2083.0,5068.8,0.89,1.02,123.0,1.0,1.0,57.0,True,False,False
2066.0,-99.0,2.34,0.13,140.0,1.0,1.0,38.0,True,False,False
2066.0,-99.0,2.34,0.13,140.0,1.0,1.0,38.0,True,False,False
1042.0,-99.0,5.23,0.26,140.0,1.0,1.0,68.0,False,False,True
1042.0,-99.0,5.23,0.26,140.0,1.0,1.0,68.0,False,False,True
1042.0,-99.0,5.23,0.26,140.0,1.0,1.0,68.0,False,False,True
1444.0,-99.0,6.1,0.74,150.0,1.0,1.0,40.0,True,False,False
1444.0,-99.0,6.1,0.74,150.0,1.0,1.0,40.0,True,False,False
1444.0,-99.0,6.1,0.74,150.0,1.0,1.0,40.0,True,False,False
1317.0,-99.0,1.69,1.58,140.0,1.0,1.0,68.0,False,False,True
1343.0,-99.0,0.72,1.45,123.0,1.0,1.0,45.0,True,False,False
720.0,-99.0,0.75,1.35,123.0,1.0,1.0,87.0,True,False,False
2013.0,-99.0,0.21,2.11,123.0,1.0,1.0,29.0,True,False,False
1518.0,-99.0,9.76,0.33,140.0,1.0,1.0,32.0,False,False,True
1518.0,-99.0,9.76,0.33,140.0,1.0,1.0,32.0,False,False,True
1431.0,-99.0,6.33,0.81,140.0,1.0,1.0,63.0,False,False,True
2176.0,-99.0,4.24,0.45,140.0,1.0,1.0,63.0,True,False,False
2176.0,-99.0,4.24,0.45,140.0,1.0,1.0,63.0,True,False,False
1749.0,-99.0,5.31,0.54,130.0,1.0,1.0,67.0,True,False,False
1749.0,-99.0,5.31,0.54,130.0,1.0,1.0,67.0,True,False,False
2415.0,-99.0,2.02,1.07,130.0,1.0,1.0,94.0,True,False,False
1548.0,-99.0,4.2,1.13,140.0,1.0,1.0,40.0,False,False,True
1829.0,-99.0,4.7,2.06,130.0,1.0,1.0,38.0,True,False,False
2319.0,-99.0,2.2,1.11,140.0,1.0,1.0,57.0,False,False,True
2319.0,-99.0,2.2,1.11,140.0,1.0,1.0,57.0,False,False,True
1183.0,-99.0,14.94,1.16,146.0,1.0,1.0,70.0,False,False,True
1025.0,-99.0,0.73,1.32,123.0,1.0,1.0,71.0,True,False,False
1025.0,-99.0,0.73,1.32,123.0,1.0,1.0,71.0,True,False,False
1441.0,-99.0,0.55,2.34,120.0,1.0,1.0,55.0,True,False,False
1441.0,-99.0,0.55,2.34,120.0,1.0,1.0,55.0,True,False,False
4644.0,897.6,21.32,0.68,120.0,1.0,1.0,38.0,False,True,False
4644.0,897.6,21.32,0.68,120.0,1.0,1.0,38.0,False,True,False
4644.0,897.6,21.32,0.68,120.0,1.0,1.0,38.0,False,True,False
1575.0,-99.0,18.25,1.19,146.0,1.0,1.0,29.0,False,False,True
1575.0,-99.0,18.25,1.19,146.0,1.0,1.0,29.0,False,False,True
1575.0,-99.0,18.25,1.19,146.0,1.0,1.0,29.0,False,False,True
1236.0,-99.0,4.84,0.21,140.0,1.0,1.0,65.0,False,False,True
